"agency_type","call_category","address_city","incident_number","jurisdiction","problem","date_response","address_state","address_zip","day_response","month_response","year_response"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006643","San Diego","Emergency Medical Response","2020-01-12 15:47:03","CA","92173","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006641","San Diego","Emergency Medical Response","2020-01-12 15:45:17","CA","92037","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006642","San Diego","Emergency Medical Response","2020-01-12 15:45:11","CA","92106","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006640","San Diego","Emergency Medical Response","2020-01-12 15:42:13","CA","92101","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006639","San Diego","HAZARD","2020-01-12 15:41:12","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006638","San Diego","Emergency Medical Response","2020-01-12 15:40:27","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006636","San Diego","Emergency Medical Response","2020-01-12 15:39:12","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006635","San Diego","Emergency Medical Response","2020-01-12 15:38:58","CA","92117","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006637","San Diego","Emergency Medical Response","2020-01-12 15:38:38","CA","92110","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006632","San Diego","HAZARD","2020-01-12 15:25:06","CA","92116","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006631","San Diego","Urgent Medical Response","2020-01-12 15:24:39","CA","92128","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006629","San Diego","Emergency Medical Response","2020-01-12 15:22:37","CA","92129","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006628","San Diego","Emergency Medical Response","2020-01-12 15:19:01","CA","92107","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006627","San Diego","Urgent Medical Response","2020-01-12 15:16:27","CA","92128","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006625","San Diego","Emergency Medical Response","2020-01-12 15:16:22","CA","92124","12","1","2020"
"Fire","SERVICE","SAN DIEGO","FS20006624","San Diego","SERVICE","2020-01-12 15:16:16","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006623","San Diego","Emergency Medical Response","2020-01-12 15:14:23","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006622","San Diego","Emergency Medical Response","2020-01-12 15:13:54","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006621","San Diego","Emergency Medical Response","2020-01-12 15:13:13","CA","92173","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006620","San Diego","FIRE","2020-01-12 15:11:32","CA","92109","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006619","San Diego","Emergency Medical Response","2020-01-12 15:11:24","CA","92114","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006617","San Diego","Urgent Medical Response","2020-01-12 15:07:18","CA","92173","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006618","San Diego","Emergency Medical Response","2020-01-12 15:06:34","CA","92130","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006616","San Diego","Emergency Medical Response","2020-01-12 15:05:56","CA","92139","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006614","San Diego","Emergency Medical Response","2020-01-12 15:04:31","CA","92182","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006611","San Diego","Emergency Medical Response","2020-01-12 14:55:33","CA","92106","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006612","San Diego","Emergency Medical Response","2020-01-12 14:55:25","CA","92093","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006607","San Diego","Emergency Medical Response","2020-01-12 14:54:19","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006606","San Diego","Emergency Medical Response","2020-01-12 14:54:04","CA","92110","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006605","San Diego","Emergency Medical Response","2020-01-12 14:53:55","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006604","San Diego","Emergency Medical Response","2020-01-12 14:53:45","CA","92102","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006603","San Diego","Emergency Medical Response","2020-01-12 14:53:01","CA","92037","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006608","San Diego","Urgent Medical Response","2020-01-12 14:52:49","CA","92173","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006602","San Diego","Urgent Medical Response","2020-01-12 14:51:48","CA","92126","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006601","San Diego","Emergency Medical Response","2020-01-12 14:51:01","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006600","San Diego","Emergency Medical Response","2020-01-12 14:49:39","CA","92105","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006599","San Diego","HAZARD","2020-01-12 14:48:31","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006598","San Diego","Emergency Medical Response","2020-01-12 14:48:08","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006597","San Diego","Emergency Medical Response","2020-01-12 14:45:10","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006596","San Diego","Emergency Medical Response","2020-01-12 14:45:01","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006594","San Diego","Emergency Medical Response","2020-01-12 14:43:49","CA","92107","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006593","San Diego","Emergency Medical Response","2020-01-12 14:41:09","CA","92173","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006592","San Diego","Emergency Medical Response","2020-01-12 14:38:54","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006591","San Diego","Emergency Medical Response","2020-01-12 14:36:11","CA","92105","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006590","San Diego","Urgent Medical Response","2020-01-12 14:33:46","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006589","San Diego","Emergency Medical Response","2020-01-12 14:31:36","CA","92117","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006586","San Diego","Emergency Medical Response","2020-01-12 14:27:54","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006584","San Diego","Emergency Medical Response","2020-01-12 14:26:40","CA","92113","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006585","San Diego","HAZARD","2020-01-12 14:24:46","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006583","San Diego","Emergency Medical Response","2020-01-12 14:19:41","CA","92117","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006582","San Diego","Emergency Medical Response","2020-01-12 14:13:22","CA","92113","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006579","San Diego","FIRE","2020-01-12 14:11:23","CA","92104","12","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20006577","San Diego","RESCUE","2020-01-12 14:11:02","CA","92115","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006575","San Diego","Emergency Medical Response","2020-01-12 14:09:52","CA","92115","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006576","San Diego","HAZARD","2020-01-12 14:09:40","CA","92014","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006573","San Diego","Emergency Medical Response","2020-01-12 14:09:19","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006574","San Diego","Emergency Medical Response","2020-01-12 14:09:07","CA","92126","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006572","San Diego","Non-Emergency Medical Response","2020-01-12 14:07:59","CA","92120","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006571","San Diego","Emergency Medical Response","2020-01-12 14:05:46","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006569","San Diego","Emergency Medical Response","2020-01-12 13:56:03","CA","92110","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006568","San Diego","Emergency Medical Response","2020-01-12 13:49:25","CA","92108","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006567","San Diego","Non-Emergency Medical Response","2020-01-12 13:44:55","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006566","San Diego","Emergency Medical Response","2020-01-12 13:30:04","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006565","San Diego","Emergency Medical Response","2020-01-12 13:23:47","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006562","San Diego","Emergency Medical Response","2020-01-12 13:21:50","CA","92115","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006561","San Diego","FIRE","2020-01-12 13:21:36","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006559","San Diego","Emergency Medical Response","2020-01-12 13:13:01","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006560","San Diego","Emergency Medical Response","2020-01-12 13:12:47","CA","92126","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006558","San Diego","Emergency Medical Response","2020-01-12 13:08:54","CA","92173","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006557","San Diego","Emergency Medical Response","2020-01-12 13:05:54","CA","92109","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006555","San Diego","Emergency Medical Response","2020-01-12 13:03:03","CA","92103","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006554","San Diego","FIRE","2020-01-12 13:02:09","CA","92110","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006553","San Diego","Emergency Medical Response","2020-01-12 13:01:18","CA","92103","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006552","San Diego","Urgent Medical Response","2020-01-12 12:58:49","CA","92120","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006551","San Diego","HAZARD","2020-01-12 12:52:38","CA","92108","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006549","San Diego","Urgent Medical Response","2020-01-12 12:46:07","CA","92101","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006547","San Diego","Urgent Medical Response","2020-01-12 12:44:57","CA","92107","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006548","San Diego","Emergency Medical Response","2020-01-12 12:44:56","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006546","San Diego","Emergency Medical Response","2020-01-12 12:42:52","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006545","San Diego","Emergency Medical Response","2020-01-12 12:41:08","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006544","San Diego","Emergency Medical Response","2020-01-12 12:37:48","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006542","San Diego","Emergency Medical Response","2020-01-12 12:36:28","CA","92120","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006541","San Diego","Emergency Medical Response","2020-01-12 12:36:08","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006540","San Diego","Emergency Medical Response","2020-01-12 12:32:58","CA","92101","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006539","San Diego","Urgent Medical Response","2020-01-12 12:30:21","CA","92130","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006538","San Diego","Urgent Medical Response","2020-01-12 12:29:23","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006534","San Diego","Emergency Medical Response","2020-01-12 12:23:51","CA","92173","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006532","San Diego","Non-Emergency Medical Response","2020-01-12 12:22:12","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006531","San Diego","Emergency Medical Response","2020-01-12 12:21:05","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006530","San Diego","Emergency Medical Response","2020-01-12 12:14:43","CA","92103","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006529","San Diego","Urgent Medical Response","2020-01-12 12:13:25","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006528","San Diego","Emergency Medical Response","2020-01-12 12:13:20","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006527","San Diego","Emergency Medical Response","2020-01-12 12:12:54","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006525","San Diego","Emergency Medical Response","2020-01-12 12:10:09","CA","92103","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006524","San Diego","Urgent Medical Response","2020-01-12 12:07:26","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006522","San Diego","Emergency Medical Response","2020-01-12 12:05:33","CA","92103","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006521","San Diego","Non-Emergency Medical Response","2020-01-12 12:04:18","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006519","San Diego","Emergency Medical Response","2020-01-12 12:04:09","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006516","San Diego","Emergency Medical Response","2020-01-12 11:55:44","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006514","San Diego","Emergency Medical Response","2020-01-12 11:53:08","CA","92113","12","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20006513","San Diego","RESCUE","2020-01-12 11:51:35","CA","92131","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006511","San Diego","Urgent Medical Response","2020-01-12 11:50:11","CA","92173","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006510","San Diego","FIRE","2020-01-12 11:49:50","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006509","San Diego","Emergency Medical Response","2020-01-12 11:47:09","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006508","San Diego","Emergency Medical Response","2020-01-12 11:43:27","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006507","San Diego","Emergency Medical Response","2020-01-12 11:39:57","CA","92108","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006506","San Diego","Emergency Medical Response","2020-01-12 11:38:31","CA","92131","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006505","San Diego","Emergency Medical Response","2020-01-12 11:37:59","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006504","San Diego","Emergency Medical Response","2020-01-12 11:35:14","CA","92116","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006503","San Diego","Emergency Medical Response","2020-01-12 11:32:15","CA","92106","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006498","San Diego","Emergency Medical Response","2020-01-12 11:30:35","CA","92108","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006497","San Diego","Emergency Medical Response","2020-01-12 11:26:42","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006495","San Diego","Emergency Medical Response","2020-01-12 11:25:15","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006496","San Diego","Emergency Medical Response","2020-01-12 11:24:24","CA","92109","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006492","San Diego","FIRE","2020-01-12 11:21:26","CA","92108","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006490","San Diego","Emergency Medical Response","2020-01-12 11:18:13","CA","92130","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006487","San Diego","Emergency Medical Response","2020-01-12 11:15:35","CA","92110","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006486","San Diego","Emergency Medical Response","2020-01-12 11:14:55","CA","92111","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006484","San Diego","HAZARD","2020-01-12 11:14:43","CA","92120","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006483","San Diego","Urgent Medical Response","2020-01-12 11:10:23","CA","92129","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006482","San Diego","Emergency Medical Response","2020-01-12 11:09:39","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006481","San Diego","Emergency Medical Response","2020-01-12 11:08:49","CA","92105","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006480","San Diego","HAZARD","2020-01-12 10:55:30","CA","92093","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006479","San Diego","Emergency Medical Response","2020-01-12 10:53:06","CA","92121","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006476","San Diego","Emergency Medical Response","2020-01-12 10:42:31","CA","92101","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006477","San Diego","Urgent Medical Response","2020-01-12 10:42:03","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006473","San Diego","Emergency Medical Response","2020-01-12 10:41:34","CA","92110","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006472","San Diego","Non-Emergency Medical Response","2020-01-12 10:41:18","CA","92116","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006471","San Diego","Emergency Medical Response","2020-01-12 10:38:57","CA","92104","12","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20006478","San Diego","RESCUE","2020-01-12 10:37:45","CA","92107","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006470","San Diego","Emergency Medical Response","2020-01-12 10:34:32","CA","92124","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006468","San Diego","Emergency Medical Response","2020-01-12 10:34:07","CA","92128","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006469","San Diego","Emergency Medical Response","2020-01-12 10:33:35","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006467","San Diego","Emergency Medical Response","2020-01-12 10:31:50","CA","92154","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006466","San Diego","Emergency Medical Response","2020-01-12 10:30:26","CA","92139","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006465","San Diego","Emergency Medical Response","2020-01-12 10:27:55","CA","92117","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006464","San Diego","Emergency Medical Response","2020-01-12 10:20:38","CA","92129","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006463","San Diego","FIRE","2020-01-12 10:19:21","CA","92101","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006462","San Diego","Urgent Medical Response","2020-01-12 10:16:46","CA","92114","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006461","San Diego","Urgent Medical Response","2020-01-12 10:14:17","CA","92115","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006460","San Diego","Emergency Medical Response","2020-01-12 10:11:52","CA","92102","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006459","San Diego","Emergency Medical Response","2020-01-12 10:09:26","CA","92139","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006458","San Diego","Urgent Medical Response","2020-01-12 10:08:43","CA","92115","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006457","San Diego","Non-Emergency Medical Response","2020-01-12 10:05:39","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006456","San Diego","Emergency Medical Response","2020-01-12 09:59:38","CA","92154","12","1","2020"
"Fire","FIRE","SAN DIEGO","FS20006454","San Diego","FIRE","2020-01-12 09:52:15","CA","92111","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006452","San Diego","HAZARD","2020-01-12 09:50:03","CA","92117","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006450","San Diego","Emergency Medical Response","2020-01-12 09:48:31","CA","92120","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006449","San Diego","Emergency Medical Response","2020-01-12 09:39:38","CA","92119","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006448","San Diego","Emergency Medical Response","2020-01-12 09:32:05","CA","92154","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006447","San Diego","Emergency Medical Response","2020-01-12 09:26:03","CA","92115","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006446","San Diego","Emergency Medical Response","2020-01-12 09:25:32","CA","92037","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006445","San Diego","Emergency Medical Response","2020-01-12 09:20:40","CA","92113","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006444","San Diego","Urgent Medical Response","2020-01-12 09:20:30","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006442","San Diego","Emergency Medical Response","2020-01-12 09:12:01","CA","92119","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006441","San Diego","Emergency Medical Response","2020-01-12 09:10:52","CA","92113","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006443","San Diego","HAZARD","2020-01-12 09:09:44","CA","92037","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006440","San Diego","Emergency Medical Response","2020-01-12 09:08:14","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006439","San Diego","Emergency Medical Response","2020-01-12 09:04:53","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006438","San Diego","Emergency Medical Response","2020-01-12 09:04:32","CA","92103","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006437","San Diego","Emergency Medical Response","2020-01-12 09:03:37","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006434","San Diego","Emergency Medical Response","2020-01-12 09:03:02","CA","92123","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006435","San Diego","HAZARD","2020-01-12 09:03:01","CA","92173","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006436","San Diego","Emergency Medical Response","2020-01-12 09:01:35","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006433","San Diego","Emergency Medical Response","2020-01-12 09:00:59","CA","92104","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006432","San Diego","Emergency Medical Response","2020-01-12 08:53:58","CA","92110","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006431","San Diego","Emergency Medical Response","2020-01-12 08:51:50","CA","92101","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006430","San Diego","Emergency Medical Response","2020-01-12 08:48:04","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006428","San Diego","Emergency Medical Response","2020-01-12 08:40:49","CA","92126","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006427","San Diego","HAZARD","2020-01-12 08:40:27","CA","92123","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006426","San Diego","Non-Emergency Medical Response","2020-01-12 08:36:12","CA","92107","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006425","San Diego","Emergency Medical Response","2020-01-12 08:35:19","CA","92105","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006424","San Diego","Non-Emergency Medical Response","2020-01-12 08:34:35","CA","92120","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006422","San Diego","Emergency Medical Response","2020-01-12 08:18:06","CA","92123","12","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20006421","San Diego","HAZARD","2020-01-12 08:17:40","CA","92123","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006420","San Diego","Emergency Medical Response","2020-01-12 08:17:22","CA","92115","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006419","San Diego","Emergency Medical Response","2020-01-12 08:06:00","CA","92139","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006418","San Diego","Non-Emergency Medical Response","2020-01-12 08:04:35","CA","92115","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006417","San Diego","Urgent Medical Response","2020-01-12 07:58:45","CA","92114","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006416","San Diego","Emergency Medical Response","2020-01-12 07:55:43","CA","92105","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006415","San Diego","Emergency Medical Response","2020-01-12 07:55:24","CA","92127","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006414","San Diego","Urgent Medical Response","2020-01-12 07:49:02","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006412","San Diego","Emergency Medical Response","2020-01-12 07:46:30","CA","92106","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006410","San Diego","Emergency Medical Response","2020-01-12 07:45:40","CA","92108","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006411","San Diego","Emergency Medical Response","2020-01-12 07:45:19","CA","92113","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006409","San Diego","Emergency Medical Response","2020-01-12 07:29:54","CA","92124","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006407","San Diego","Emergency Medical Response","2020-01-12 07:08:38","CA","92107","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006406","San Diego","Emergency Medical Response","2020-01-12 06:58:40","CA","92122","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006405","San Diego","Emergency Medical Response","2020-01-12 06:57:33","CA","92139","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006404","San Diego","Emergency Medical Response","2020-01-12 06:56:24","CA","92108","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006403","San Diego","Emergency Medical Response","2020-01-12 06:56:23","CA","92124","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006402","San Diego","Emergency Medical Response","2020-01-12 06:49:56","CA","92109","12","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20006400","San Diego","Non-Emergency Medical Response","2020-01-12 06:44:17","CA","92113","12","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20006399","San Diego","Urgent Medical Response","2020-01-12 06:42:45","CA","92037","12","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20006398","San Diego","Emergency Medical Response","2020-01-12 06:39:54","CA","92101","12","1","2020"
